,survived,pclass,sex,age,sibsp,parch,title,deck,family_size,child
1219,0,3,0,30,0,0,Mr,F,0,adult
711,0,3,1,37,0,0,Miss,F,0,adult
147,1,1,1,49,1,0,Mrs,D,1,adult
1157,0,3,1,2,1,1,Miss,C,2,child
366,0,2,1,44,1,0,Mrs,A,1,adult
433,1,2,0,62,0,0,Mr,D,0,adult
768,0,3,0,19,0,0,Mr,F,0,adult
944,0,3,1,37,0,0,Miss,E,0,adult
715,1,3,0,32,0,0,Mr,D,0,adult
144,1,1,0,25,1,0,Mr,E,1,adult
613,1,3,1,18,0,1,Mrs,E,1,adult
557,0,2,0,27,0,0,Mr,C,0,adult
159,0,1,0,55,0,0,Mr,C,0,adult
714,0,3,0,21,0,0,Mr,D,0,adult
700,0,3,0,38,0,0,Mr,F,0,adult
411,0,2,0,24,0,0,Mr,F,0,adult
1201,0,3,0,33,0,0,Mr,F,0,adult
70,1,1,1,45,0,1,Mrs,E,1,adult
638,0,3,0,24,0,0,Mr,B,0,adult
373,0,2,0,29,1,0,Mr,B,1,adult
1058,1,3,1,14,1,0,Miss,C,1,child
1056,0,3,0,28,0,0,Mr,E,0,adult
994,1,3,1,30.5,0,0,Miss,B,0,adult
417,0,2,0,16,0,0,Mr,D,0,child
9,1,1,1,53,2,0,Mrs,C,2,adult
436,0,2,0,43,1,1,Mr,C,2,adult
722,0,3,0,36,0,0,Mr,F,0,adult
1096,0,3,1,18,0,0,Miss,D,0,adult
580,0,2,0,23,1,0,Mr,C,1,adult
251,1,1,1,18,2,2,Miss,B,4,adult
135,1,1,1,50,1,0,Mrs,C,1,adult
228,1,1,1,22,1,0,Mrs,C,1,adult
408,1,2,1,29,1,0,Mrs,E,1,adult
824,1,3,1,31,1,1,Mrs,A,2,adult
133,0,1,0,24,0,0,Mr,B,0,adult
564,0,2,0,35,0,0,Mr,B,0,adult
28,1,1,1,19,1,0,Mrs,B,1,adult
1001,1,3,0,21,0,0,Mr,C,0,adult
589,1,2,1,4,1,1,Miss,F,2,child
1038,1,3,1,32.5,0,0,Mrs,B,0,adult
141,1,1,0,23,0,1,Mr,D,1,adult
1162,0,3,0,16,0,0,Mr,D,0,child
1293,0,3,0,30.5,0,0,Mr,C,0,adult
931,0,3,0,23,1,0,Mr,C,1,adult
902,0,3,1,21,1,2,Miss,B,3,adult
1032,0,3,0,34,0,0,Mr,B,0,adult
7,1,1,1,63,1,0,Miss,D,1,adult
232,1,1,0,52,0,0,Military,C,0,adult
659,1,3,1,0.75,2,1,Miss,F,3,child
868,1,3,1,22,1,1,Mrs,B,2,adult
901,0,3,0,1,1,2,Nobleman,E,3,child
218,0,1,0,64,0,0,Mr,C,0,adult
1098,0,3,0,6,3,1,Nobleman,A,4,child
651,0,3,1,17,0,0,Miss,B,0,child
955,0,3,0,8,3,1,Nobleman,C,4,child
1171,0,3,0,13,8,2,Nobleman,E,10,child
197,1,1,0,47,0,0,Mr,C,0,adult
237,0,1,0,22,0,0,Mr,C,0,adult
345,1,2,1,19,0,0,Miss,E,0,adult
805,0,3,0,48,0,0,Mr,A,0,adult
571,1,2,1,50,0,0,Miss,D,0,adult
431,1,2,1,6,0,1,Miss,F,1,child
1309,0,3,0,29,0,0,Mr,F,0,adult
620,0,3,0,18,0,0,Mr,D,0,adult
168,1,1,1,35,1,0,Mrs,C,1,adult
1130,0,3,0,25,1,0,Mr,D,1,adult
404,0,2,0,23,0,0,Mr,F,0,adult
1122,1,3,0,6,1,1,Nobleman,E,2,child
162,1,1,1,51,1,0,Mrs,D,1,adult
19,1,1,1,32,0,0,Miss,D,0,adult
365,0,2,0,19,0,0,Mr,A,0,adult
775,0,3,0,43,0,0,Mr,E,0,adult
1189,1,3,1,24,0,2,Mrs,G,2,adult
217,1,1,1,19,0,2,Miss,D,2,adult
563,1,2,1,30,0,0,Miss,D,0,adult
739,1,3,1,17,0,1,Miss,F,1,child
369,0,2,0,37,1,0,Mr,D,1,adult
850,0,3,0,26,1,0,Mr,E,1,adult
1294,0,3,0,44,0,0,Mr,D,0,adult
887,1,3,1,22,0,0,Miss,F,0,adult
83,1,1,1,36,0,2,Miss,B,2,adult
27,1,1,0,25,1,0,Mr,B,1,adult
689,0,3,0,29,1,0,Mr,D,1,adult
185,0,1,0,32,0,0,Mr,E,0,adult
1053,0,3,0,16,0,0,Mr,F,0,child
621,0,3,0,32,0,0,Mr,C,0,adult
542,1,2,1,8,1,1,Miss,B,2,child
461,1,2,1,24,2,1,Mrs,B,3,adult
468,1,2,1,24,1,0,Mrs,C,1,adult
1112,0,3,0,0.75,1,1,Nobleman,F,2,child
528,0,2,0,28,0,0,Mr,F,0,adult
245,0,1,0,36,0,0,Mr,A,0,adult
1114,0,3,1,26,0,2,Mrs,G,2,adult
668,0,3,1,27,0,0,Miss,C,0,adult
444,0,2,0,32,2,0,Mr,C,2,adult
1041,1,3,1,24,0,0,Miss,C,0,adult
203,1,1,0,36,0,0,Mr,E,0,adult
721,0,3,0,24,0,0,Mr,C,0,adult
907,0,3,0,27,0,0,Mr,B,0,adult
47,0,1,0,29,0,0,Mr,E,0,adult
35,0,1,0,42,0,0,Mr,D,0,adult
350,1,2,1,24,0,0,Miss,F,0,adult
1062,1,3,1,26,0,0,Miss,E,0,adult
899,0,3,0,19,0,0,Mr,B,0,adult
829,0,3,1,10,5,2,Miss,E,7,child
240,0,1,0,31,0,0,Mr,A,0,adult
206,0,1,0,65,0,0,Mr,E,0,adult
904,0,3,1,36,1,2,Mrs,F,3,adult
132,1,1,1,45,0,1,Mrs,D,1,adult
803,0,3,0,31,0,0,Mr,F,0,adult
360,1,2,0,0.8333,0,2,Nobleman,F,2,child
303,1,1,1,35,0,0,Miss,B,0,adult
75,0,1,0,45,0,0,Mr,A,0,adult
1305,0,3,1,14.5,1,0,Miss,C,1,child
957,0,3,1,3,3,1,Miss,B,4,child
793,0,3,0,15,1,1,Mr,A,2,child
40,0,1,0,48,0,0,Mr,B,0,adult
26,0,1,0,25,0,0,Mr,C,0,adult
210,1,1,0,30,1,0,Mr,C,1,adult
488,0,2,0,61,0,0,Mr,D,0,adult
1002,1,3,1,9,2,0,Miss,A,2,child
94,1,1,0,53,1,1,Dr,A,2,adult
574,1,2,1,27,0,0,Miss,E,0,adult
502,1,2,1,13,0,1,Miss,A,1,child
572,0,2,0,23,0,0,Mr,F,0,adult
1039,0,3,0,21,0,0,Mr,F,0,adult
1030,0,3,0,26,1,0,Mr,C,1,adult
1007,1,3,1,17,0,0,Miss,C,0,child
53,0,1,0,28,0,0,Mr,C,0,adult
150,1,1,1,35,1,0,Mrs,C,1,adult
1307,0,3,0,26.5,0,0,Mr,A,0,adult
771,0,3,0,36,0,0,Mr,F,0,adult
971,1,3,0,20,1,0,Mr,C,1,adult
1105,0,3,0,16,4,1,Mr,A,5,child
609,0,3,0,30,0,0,Mr,C,0,adult
698,0,3,1,30,0,0,Miss,C,0,adult
474,0,2,0,47,0,0,Mr,C,0,adult
1134,0,3,0,17,0,0,Mr,F,0,child
266,1,1,0,28,0,0,Mr,A,0,adult
1036,1,3,0,9,1,1,Nobleman,E,2,child
209,1,1,1,37,1,0,Mrs,C,1,adult
311,0,1,0,57,1,1,Mr,B,2,adult
340,1,2,0,1,2,1,Nobleman,F,3,child
413,0,2,0,35,0,0,Mr,D,0,adult
1000,1,3,1,35,0,0,Miss,E,0,adult
804,0,3,0,26,0,0,Mr,E,0,adult
108,1,1,1,70,0,0,Mrs,C,0,adult
855,0,3,0,18,0,0,Mr,F,0,adult
183,1,1,1,30,0,0,Miss,C,0,adult
1239,1,3,0,25,0,0,Mr,F,0,adult
32,1,1,0,40,0,0,Mr,A,0,adult
327,0,2,0,18,0,0,Mr,F,0,adult
717,0,3,0,26,1,0,Mr,B,1,adult
316,1,1,1,21,0,0,Miss,B,0,adult
514,1,2,1,14,1,0,Mrs,C,1,child
814,0,3,0,26,0,0,Mr,F,0,adult
376,0,2,0,28,0,0,Mr,D,0,adult
77,1,1,1,39,1,1,Miss,E,2,adult
1254,0,3,0,21,0,0,Mr,F,0,adult
1220,0,3,0,25,0,0,Mr,F,0,adult
184,1,1,0,35,0,0,Mr,B,0,adult
1081,1,3,0,70.5,0,0,Mr,A,0,adult
389,1,2,1,28,0,0,Miss,E,0,adult
1164,0,3,0,45,0,0,Mr,F,0,adult
977,0,3,0,24,0,0,Mr,F,0,adult
1088,0,3,0,28,0,0,Mr,F,0,adult
968,0,3,1,45,0,0,Miss,F,0,adult
5,0,1,1,25,1,2,Mrs,C,3,adult
630,0,3,0,39,1,5,Mr,D,6,adult
1095,1,3,1,31,0,0,Mrs,E,0,adult
1243,0,3,0,28.5,0,0,Mr,F,0,adult
281,1,1,0,54,1,0,Mr,C,1,adult
774,0,3,0,42,0,0,Mr,F,0,adult
582,0,2,0,36,0,0,Mr,D,0,adult
458,0,2,0,33,0,0,Mr,B,0,adult
704,0,3,0,21,0,0,Mr,C,0,adult
976,0,3,1,26,1,0,Mrs,C,1,adult
1267,0,3,0,36,1,1,Mr,D,2,adult
707,0,3,1,43,1,0,Mrs,D,1,adult
398,0,2,0,54,0,0,Mr,C,0,adult
1140,0,3,0,38,0,0,Mr,F,0,adult
1106,0,3,0,14,4,1,Mr,D,5,child
452,0,2,0,44,1,0,Mr,B,1,adult
342,1,2,1,12,2,1,Miss,F,3,child
208,1,1,1,33,1,0,Miss,C,1,adult
666,0,3,1,18,0,1,Miss,E,1,adult
724,0,3,0,31,0,0,Mr,F,0,adult
653,0,3,0,23,0,0,Mr,F,0,adult
152,1,1,0,27,0,0,Mr,D,0,adult
450,1,2,1,54,1,3,Mrs,E,4,adult
897,0,3,0,49,0,0,Mr,F,0,adult
1121,1,3,0,25,1,0,Mr,C,1,adult
758,1,3,1,36,1,0,Mrs,C,1,adult
764,1,3,1,0.1667,1,2,Miss,C,3,child
705,0,3,0,21,0,0,Mr,D,0,adult
877,0,3,0,36,0,0,Mr,F,0,adult
632,0,3,0,26,0,0,Mr,F,0,adult
84,1,1,1,64,1,1,Mrs,B,2,adult
753,0,3,0,24,2,0,Mr,C,2,adult
243,1,1,1,33,0,0,Miss,A,0,adult
1224,1,3,1,23,0,0,Miss,F,0,adult
1279,0,3,0,20,0,0,Mr,D,0,adult
529,0,2,0,30,0,0,Mr,A,0,adult
460,0,2,0,42,1,0,Mr,D,1,adult
1,1,1,1,29,0,0,Miss,B,0,adult
1182,0,3,0,24,0,0,Mr,B,0,adult
138,1,1,1,19,0,0,Miss,B,0,adult
1025,0,3,0,25,0,0,Mr,F,0,adult
504,1,2,0,19,0,0,Mr,F,0,adult
505,0,2,0,39,0,0,Mr,F,0,adult
1155,0,3,0,33,0,0,Mr,F,0,adult
1252,0,3,0,30.5,0,0,Mr,F,0,adult
459,1,2,1,17,0,0,Miss,C,0,child
1296,0,3,0,21,0,0,Mr,C,0,adult
703,0,3,1,21,0,0,Miss,B,0,adult
172,0,1,0,46,0,0,Mr,C,0,adult
225,0,1,0,45.5,0,0,Mr,C,0,adult
272,1,1,0,24,1,0,Mr,B,1,adult
536,0,2,0,43,0,1,Mr,E,1,adult
255,1,1,0,80,0,0,Mr,C,0,adult
445,0,2,0,21,2,0,Mr,D,2,adult
57,1,1,0,36,1,2,Mr,B,3,adult
66,1,1,1,33,1,0,Mrs,E,1,adult
453,1,2,1,29,1,0,Mrs,A,1,adult
274,1,1,0,6,0,2,Nobleman,E,2,child
160,1,1,1,16,0,1,Miss,B,1,child
406,0,2,0,18,0,0,Mr,F,0,adult
749,0,3,0,34,1,1,Mr,B,2,adult
336,0,2,0,51,0,0,Rev,B,0,adult
374,1,2,1,28,1,0,Mrs,E,1,adult
22,1,1,1,47,1,1,Mrs,D,2,adult
930,0,3,0,21,1,0,Mr,A,1,adult
525,1,2,0,29,0,0,Mr,B,0,adult
1257,1,3,0,7,1,1,Nobleman,B,2,child
182,1,1,1,49,0,0,Dr,D,0,adult
852,1,3,1,45,1,0,Mrs,E,1,adult
575,0,2,0,29,1,0,Mr,D,1,adult
275,1,1,0,45,1,1,Mr,E,2,adult
181,1,1,1,39,0,0,Miss,B,0,adult
587,1,2,1,29,1,0,Mrs,E,1,adult
671,0,3,0,26,0,0,Mr,E,0,adult
895,1,3,0,4,1,1,Nobleman,E,2,child
497,0,2,0,30,0,0,Mr,C,0,adult
242,0,1,0,34,0,0,Mr,A,0,adult
614,1,3,0,26,0,0,Mr,C,0,adult
1300,0,3,0,27,1,0,Mr,C,1,adult
562,0,2,0,59,0,0,Mr,F,0,adult
1119,0,3,0,25,0,0,Mr,D,0,adult
748,0,3,0,0.3333,0,2,Nobleman,C,2,child
926,0,3,0,44,0,0,Mr,D,0,adult
736,1,3,1,36,0,2,Mrs,C,2,adult
648,1,3,1,45,0,0,Mrs,B,0,adult
1137,0,3,1,23,0,0,Mrs,D,0,adult
755,0,3,0,21,2,0,Mr,C,2,adult
767,0,3,0,25,0,0,Mr,F,0,adult
1287,1,3,1,38,0,0,Mrs,C,0,adult
400,0,2,0,42,1,1,Mr,B,2,adult
1194,0,3,0,19,0,0,Mr,F,0,adult
112,1,1,1,24,3,2,Miss,C,5,adult
90,0,1,0,31,1,0,Mr,B,1,adult
810,0,3,0,18,2,2,Mr,D,4,adult
650,0,3,0,23,0,0,Mr,B,0,adult
1046,0,3,0,18,0,0,Mr,D,0,adult
20,0,1,0,36,0,0,Mr,C,0,adult
248,1,1,1,54,1,0,Mrs,C,1,adult
1014,0,3,1,14,0,0,Miss,C,0,child
1206,1,3,1,18,0,0,Miss,F,0,adult
230,1,1,1,17,1,0,Mrs,C,1,child
643,0,3,0,13,4,2,Nobleman,B,6,child
1168,0,3,0,24,0,0,Mr,F,0,adult
578,1,2,1,31,0,0,Miss,E,0,adult
1272,0,3,0,28,0,0,Mr,F,0,adult
677,0,3,0,18,0,0,Mr,F,0,adult
1227,0,3,0,19,0,0,Mr,F,0,adult
306,0,1,0,60,0,0,Military,B,0,adult
1077,0,3,1,18,0,0,Miss,D,0,adult
1149,0,3,0,35,0,0,Mr,F,0,adult
392,0,2,0,29,1,0,Mr,D,1,adult
401,1,2,1,34,1,1,Mrs,F,2,adult
605,1,3,1,16,0,0,Miss,C,0,child
1210,0,3,1,2,3,2,Miss,E,5,child
257,1,1,0,28,0,0,Mr,C,0,adult
1255,1,3,0,25,0,0,Mr,C,0,adult
914,1,3,0,21,0,0,Mr,F,0,adult
119,0,1,0,42,0,0,Mr,D,0,adult
179,1,1,1,45,1,0,Mrs,D,1,adult
1093,0,3,0,20,0,0,Mr,C,0,adult
1047,0,3,0,22,0,0,Mr,C,0,adult
370,0,2,1,29,1,0,Mrs,E,1,adult
98,1,1,1,27,1,1,Mrs,B,2,adult
455,1,2,0,42,0,0,Mr,B,0,adult
590,1,2,1,29,0,2,Mrs,F,2,adult
1197,1,3,0,29,0,0,Mr,D,0,adult
1125,0,3,1,47,0,0,Miss,B,0,adult
1222,0,3,0,24,0,0,Mr,F,0,adult
377,1,2,0,24,0,0,Mr,F,0,adult
429,1,2,1,24,0,2,Mrs,C,2,adult
293,1,1,0,48,1,0,Mr,C,1,adult
299,1,1,0,31,0,0,Mr,C,0,adult
607,1,3,0,20,0,0,Mr,F,0,adult
97,0,1,0,50,1,0,Mr,C,1,adult
64,1,1,1,47,1,0,Mrs,E,1,adult
321,1,1,0,48,0,0,Mr,C,0,adult
889,0,3,0,34,0,0,Mr,F,0,adult
532,0,2,0,36,0,0,Mr,E,0,adult
466,1,2,1,23,0,0,Mrs,D,0,adult
691,0,3,0,22,0,0,Mr,F,0,adult
249,0,1,0,33,0,0,Mr,B,0,adult
618,0,3,0,25,0,0,Mr,F,0,adult
485,1,2,1,34,0,0,Mrs,F,0,adult
778,1,3,0,19,0,0,Mr,F,0,adult
791,0,3,0,39,0,2,Mr,B,2,adult
892,0,3,0,33,0,0,Mr,E,0,adult
616,0,3,0,20,0,0,Mr,D,0,adult
440,0,2,0,49,1,2,Mr,C,3,adult
314,0,1,0,27,0,2,Mr,C,2,adult
189,1,1,1,51,0,1,Mrs,D,1,adult
259,1,1,1,30,0,0,Miss,C,0,adult
1190,1,3,1,4,1,1,Miss,G,2,child
861,1,3,1,26,0,0,Miss,D,0,adult
953,0,3,0,22,0,0,Mr,F,0,adult
256,1,1,1,24,0,0,Miss,B,0,adult
539,1,2,0,30,0,0,Mr,D,0,adult
773,0,3,0,17,0,0,Mr,F,0,child
652,0,3,0,30,0,0,Mr,F,0,adult
127,0,1,0,37,1,0,Mr,C,1,adult
1059,0,3,1,29,0,0,Miss,C,0,adult
642,1,3,0,3,4,2,Nobleman,T,6,child
186,0,1,0,42,0,0,Mr,E,0,adult
1079,1,3,1,22,0,0,Miss,C,0,adult
495,1,2,1,24,1,1,Mrs,D,2,adult
597,1,2,0,31,0,0,Mr,E,0,adult
690,0,3,0,22,1,0,Mr,B,1,adult
881,1,3,0,29,0,0,Mr,C,0,adult
1248,1,3,1,15,1,0,Mrs,C,1,child
905,0,3,0,23,0,0,Mr,F,0,adult
780,0,3,1,24,0,0,Miss,E,0,adult
851,0,3,0,21,0,0,Mr,E,0,adult
223,0,1,0,28.5,0,0,Mr,D,0,adult
633,0,3,1,39,1,5,Mrs,D,6,adult
900,1,3,1,27,0,2,Mrs,E,2,adult
480,1,2,1,3,1,2,Miss,F,3,child
289,1,1,1,48,0,0,Mrs,D,0,adult
879,0,3,1,25,1,0,Miss,B,1,adult
166,1,1,0,38,1,0,Mr,C,1,adult
470,1,2,1,16,0,0,Miss,E,0,child
862,0,3,1,23,0,0,Miss,F,0,adult
1177,0,3,0,14,8,2,Mr,C,10,child
438,1,2,1,24,1,2,Miss,E,3,adult
641,0,3,0,9,4,2,Nobleman,C,6,child
163,0,1,0,42,1,0,Mr,C,1,adult
937,1,3,1,26,1,1,Mrs,E,2,adult
402,1,2,1,27,1,0,Miss,B,1,adult
1185,0,3,0,36,2,0,Mr,B,2,adult
322,0,1,0,62,0,0,Mr,C,0,adult
270,0,1,0,45,0,0,Mr,A,0,adult
1265,0,3,0,40.5,0,2,Mr,F,2,adult
334,1,2,1,36,0,0,Mrs,D,0,adult
107,0,1,0,56,0,0,Mr,C,0,adult
820,1,3,1,30,0,0,Miss,C,0,adult
1192,0,3,0,20,0,0,Mr,C,0,adult
1203,0,3,0,19,0,0,Mr,E,0,adult
560,1,2,1,20,0,0,Miss,D,0,adult
403,1,2,1,30,1,0,Miss,D,1,adult
519,0,2,0,19,1,1,Mr,F,2,adult
1008,1,3,1,15,0,0,Miss,D,0,child
384,0,2,0,21,0,0,Mr,D,0,adult
663,0,3,0,40,0,0,Mr,F,0,adult
286,0,1,0,67,1,0,Mr,C,1,adult
58,1,1,1,36,1,2,Mrs,B,3,adult
655,0,3,0,20,0,0,Mr,C,0,adult
516,1,2,0,3,1,1,Nobleman,F,2,child
390,0,2,0,32,0,0,Mr,F,0,adult
683,0,3,1,26,0,2,Miss,D,2,adult
916,0,3,0,22,0,0,Mr,F,0,adult
263,0,1,0,50,1,0,Mr,E,1,adult
199,1,1,1,18,1,0,Mrs,D,1,adult
238,0,1,0,30,0,0,Mr,E,0,adult
954,1,3,0,22,0,0,Mr,E,0,adult
684,0,3,0,40,1,1,Mr,D,2,adult
80,1,1,1,55,2,0,Mrs,C,2,adult
317,0,1,0,51,0,1,Mr,B,1,adult
883,0,3,0,59,0,0,Mr,F,0,adult
1284,0,3,0,44,0,0,Mr,C,0,adult
908,0,3,1,20,1,0,Miss,B,1,adult
731,0,3,0,27,0,0,Mr,F,0,adult
744,0,3,1,22,0,0,Miss,E,0,adult
227,0,1,0,29,1,0,Mr,C,1,adult
307,0,1,0,54,0,1,Mr,D,1,adult
476,0,2,1,26,1,1,Mrs,C,2,adult
935,1,3,1,4,0,2,Miss,E,2,child
191,1,1,1,21,0,0,Miss,D,0,adult
526,0,2,0,23,0,0,Dr,F,0,adult
1308,0,3,0,27,0,0,Mr,C,0,adult
1120,0,3,0,22,0,0,Mr,C,0,adult
732,0,3,0,19,0,0,Mr,F,0,adult
143,0,1,0,46,0,0,Mr,B,0,adult
544,0,2,0,36,0,0,Mr,D,0,adult
842,0,3,1,17,0,0,Miss,B,0,child
156,1,1,1,52,1,1,Mrs,B,2,adult
511,0,2,0,16,0,0,Mr,F,0,child
669,0,3,0,22,0,0,Mr,B,0,adult
74,1,1,1,22,0,0,Miss,D,0,adult
85,0,1,0,39,1,0,Mr,C,1,adult
729,0,3,0,43,0,0,Mr,F,0,adult
1052,0,3,0,33,0,0,Mr,D,0,adult
811,0,3,0,16,1,3,Mr,F,4,child
694,1,3,0,21,0,0,Mr,F,0,adult
204,0,1,0,28,1,0,Mr,C,1,adult
871,1,3,1,27,0,0,Miss,D,0,adult
462,0,2,0,47,0,0,Mr,E,0,adult
56,1,1,1,14,1,2,Miss,B,3,child
593,0,2,0,36,1,2,Mr,F,3,adult
292,1,1,1,39,1,1,Mrs,E,2,adult
517,0,2,0,36.5,0,2,Mr,F,2,adult
987,0,3,0,22,0,0,Mr,F,0,adult
363,1,2,1,35,0,0,Miss,F,0,adult
967,0,3,1,25,0,0,Miss,F,0,adult
1057,1,3,0,12,1,0,Nobleman,E,1,child
730,0,3,0,35,0,0,Mr,F,0,adult
1306,0,3,1,14.5,1,0,Miss,B,1,child
891,0,3,0,22,0,0,Mr,C,0,adult
952,0,3,0,29,0,0,Mr,F,0,adult
254,1,1,1,48,1,3,Mrs,B,4,adult
30,1,1,0,28,0,0,Mr,C,0,adult
443,0,2,0,24,2,0,Mr,C,2,adult
1264,0,3,0,11.5,1,1,Nobleman,D,2,child
1147,0,3,1,39,0,5,Mrs,F,5,adult
397,1,2,1,34,0,1,Mrs,F,1,adult
407,0,2,0,40,1,0,Mr,F,1,adult
1263,0,3,0,6,1,1,Nobleman,E,2,child
884,0,3,0,20,0,0,Mr,D,0,adult
472,1,2,1,45,0,0,Mrs,C,0,adult
601,0,3,0,42,0,0,Mr,F,0,adult
679,0,3,0,6,1,1,Nobleman,C,2,child
1233,1,3,0,16,0,0,Mr,E,0,child
734,1,3,0,9,1,1,Nobleman,F,2,child
509,0,2,0,54,0,0,Dr,A,0,adult
802,0,3,0,26,0,0,Mr,B,0,adult
1285,0,3,0,48,0,0,Mr,E,0,adult
1289,0,3,0,18,1,0,Mr,F,1,adult
331,0,2,0,57,0,0,Mr,C,0,adult
894,0,3,0,29,0,0,Mr,F,0,adult
973,0,3,0,28,0,0,Mr,B,0,adult
569,0,2,0,18.5,0,0,Mr,F,0,adult
751,0,3,0,27,0,0,Mr,E,0,adult
673,0,3,0,40,0,0,Nobleman,E,0,adult
1242,0,3,0,40,1,0,Mr,C,1,adult
1187,0,3,0,18.5,2,0,Mr,D,2,adult
822,0,3,0,33,1,1,Mr,D,2,adult
845,0,3,0,28,1,0,Mr,B,1,adult
449,0,2,0,36,0,0,Mr,E,0,adult
176,0,1,0,41,1,0,Mr,D,1,adult
167,0,1,0,35,0,0,Mr,C,0,adult
503,1,2,1,41,0,1,Mrs,E,1,adult
320,1,1,1,31,0,0,Miss,E,0,adult
214,1,1,1,31,1,0,Miss,D,1,adult
725,0,3,0,31,0,0,Mr,F,0,adult
1259,1,3,1,29,0,2,Mrs,F,2,adult
273,1,1,1,23,1,0,Mrs,B,1,adult
696,0,3,1,18,0,0,Miss,G,0,adult
1276,0,3,0,16,2,0,Mr,F,2,child
1204,0,3,0,40,0,0,Mr,F,0,adult
1304,0,3,0,11,0,0,Mr,F,0,child
922,0,3,0,28,0,0,Mr,F,0,adult
522,1,2,1,29,0,0,Mrs,F,0,adult
14,1,1,1,26,0,0,Miss,E,0,adult
1033,0,3,0,56,0,0,Mr,C,0,adult
235,0,1,0,38,0,0,Nobleman,C,0,adult
622,1,3,1,19,1,0,Miss,B,1,adult
681,0,3,0,23,0,0,Mr,F,0,adult
635,0,3,0,26,0,0,Mr,F,0,adult
1027,1,3,1,27,0,1,Mrs,E,1,adult
391,0,2,0,17,0,0,Mr,D,0,child
196,1,1,1,16,0,0,Miss,B,0,child
672,0,3,0,22,0,0,Mr,E,0,adult
247,0,1,0,55,1,0,Mr,C,1,adult
1049,1,3,1,1,0,2,Miss,C,2,child
155,0,1,0,55,1,1,Mr,B,2,adult
586,0,2,0,27,1,0,Mr,E,1,adult
222,0,1,0,65,0,1,Mr,B,1,adult
1115,0,3,0,35,0,0,Mr,F,0,adult
279,1,1,0,32,0,0,Dr,B,0,adult
1159,0,3,1,41,0,2,Mrs,A,2,adult
760,1,3,1,36,1,0,Mrs,C,1,adult
898,0,3,0,33,0,0,Mr,D,0,adult
246,1,1,1,33,0,0,Noblewoman,B,0,adult
860,0,3,1,18,0,0,Miss,C,0,adult
741,0,3,0,17,0,0,Mr,E,0,child
1064,0,3,0,41,0,0,Mr,F,0,adult
1247,0,3,0,26,1,0,Mr,C,1,adult
770,0,3,0,22,0,0,Mr,C,0,adult
46,0,1,0,45,0,0,Military,B,0,adult
278,1,1,1,48,1,0,Mrs,B,1,adult
674,0,3,0,20,0,0,Mr,D,0,adult
394,0,2,0,25,0,0,Mr,F,0,adult
131,1,1,1,22,0,1,Miss,B,1,adult
1273,0,3,0,47,0,0,Mr,A,0,adult
65,1,1,0,27,1,0,Mr,E,1,adult
493,1,2,0,1,0,2,Nobleman,A,2,child
608,1,3,1,18,0,0,Mrs,C,0,adult
352,0,2,0,60,1,1,Mr,F,2,adult
837,0,3,0,20,0,0,Mr,F,0,adult
295,0,1,0,49,1,1,Mr,C,2,adult
296,1,1,0,17,0,2,Mr,C,2,child
966,0,3,0,24,0,0,Mr,F,0,adult
88,1,1,0,27,0,0,Mr,C,0,adult
523,0,2,0,39,0,0,Mr,D,0,adult
348,0,2,0,42,0,0,Mr,B,0,adult
840,0,3,0,19,0,0,Mr,F,0,adult
76,0,1,0,47,0,0,Mr,E,0,adult
1024,1,3,1,18,0,0,Miss,D,0,adult
81,0,1,0,62,0,0,Mr,C,0,adult
581,1,2,1,31,0,0,Mrs,D,0,adult
457,0,2,1,60,1,0,Mrs,E,1,adult
918,1,3,0,39,0,1,Mr,E,1,adult
1175,0,3,1,16,8,2,Miss,B,10,child
723,0,3,0,24,0,0,Mr,B,0,adult
145,1,1,1,25,1,0,Mrs,E,1,adult
612,1,3,0,0.8333,0,1,Nobleman,B,1,child
1099,0,3,1,3,3,1,Miss,C,4,child
1158,0,3,0,18,1,1,Mr,G,2,adult
1156,0,3,0,24,0,0,Mr,F,0,adult
766,1,3,1,33,1,2,Mrs,G,3,adult
337,1,2,0,32,1,0,Mr,D,1,adult
843,0,3,0,22,1,0,Mr,C,1,adult
995,0,3,0,25,0,0,Mr,F,0,adult
418,0,2,0,26,0,0,Mr,F,0,adult
665,1,3,0,20,0,0,Mr,C,0,adult
644,1,3,1,5,4,2,Miss,B,6,child
205,1,1,1,33,1,0,Mrs,D,1,adult
140,1,1,1,58,0,1,Mrs,C,1,adult
878,0,3,1,27,1,0,Miss,E,1,adult
819,1,3,1,16,0,0,Miss,F,0,child
415,0,2,0,34,1,0,Mr,C,1,adult
1277,0,3,1,31,1,0,Mrs,F,1,adult
965,0,3,0,39,0,0,Mr,F,0,adult
712,0,3,0,28,0,0,Mr,F,0,adult
997,0,3,0,33,0,0,Mr,F,0,adult
947,0,3,0,26,0,0,Mr,D,0,adult
130,1,1,1,35,0,0,Miss,C,0,adult
1050,1,3,0,20,1,1,Mr,D,2,adult
165,1,1,0,35,0,0,Mr,E,0,adult
1129,0,3,0,29,0,0,Mr,C,0,adult
938,0,3,1,1,1,1,Miss,C,2,child
305,1,1,1,60,1,0,Mrs,D,1,adult
763,1,3,0,1,1,2,Nobleman,E,3,child
1302,0,3,0,45.5,0,0,Mr,B,0,adult
876,0,3,0,30,0,0,Mr,E,0,adult
